,순위,영화명,개봉일,좌석판매율,좌석점유율,좌석수,매출액,누적매출액,관객수,누적관객수,년도,장르,등급
1949,116,매트릭스,1999-05-15,0.151,0.0,136826,185041000,249847100,20722,28729,2019,,
1950,116,나의 히어로 아카데미아 더 무비: 두 명의 히어로,2019-05-16,0.124,0.0,160616,162979210,162979210,19917,19917,2019,애니메이션,전체
1951,116,데드 트리거,2018-12-14,0.85,0.0,22709,107789450,107790450,19320,19321,2019,,
1952,116,뱅드림! 필름 라이브,2019-09-26,0.121,0.0,158689,166464110,166464110,19264,19264,2019,애니메이션,전체
1953,116,사이몬과 타카시,2019-05-07,0.72,0.0,25633,100885780,100885780,18479,18479,2019,,
1954,116,빌리어네어 보이즈클럽,2019-01-10,0.063,0.0,275397,153912800,153912800,17413,17413,2019,드라마,15
1955,116,프렌즈: 둥지탈출,2019-05-01,0.137,0.0,125141,118243260,118243260,17205,17205,2019,애니메이션,전체
1956,116,크리미널 체이스,2018-12-04,0.815,0.0,20479,91635150,91636150,16695,16696,2019,,
1957,116,킹 오브 프리즘 -샤이니 세븐 스타즈-,2019-03-07,0.17,0.0,96470,141519690,141519690,16423,16423,2019,애니메이션,12
1958,116,라라와 움직이는 비밀의 숲,2019-08-22,0.101,0.0,159085,116175960,116175960,16196,16196,2019,애니메이션,전체
1959,116,극장판 샤이닝스타:새로운 루나퀸의 탄생!,2019-07-18,0.101,0.0,155367,129098700,129098700,15785,15785,2019,애니메이션,전체
1960,116,해치지않아,2020-01-15,0.993,0.0,15142,128233000,128233000,15037,15037,2019,코미디,12
1961,116,크리드2,2019-02-21,0.045,0.0,326941,122284190,122284190,15023,15023,2019,액션,12
1962,116,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,2019-05-30,0.18,0.0,80191,121225370,121225370,14502,14502,2019,애니메이션,15
1963,116,터미네이터2 3D,1991-07-06,0.097,0.0,146742,134016320,135384820,14237,14391,2019,,
1964,116,키코리키: 시간여행,2019-04-10,0.078,0.0,168297,95865460,95865460,13222,13222,2019,애니메이션,전체
1965,116,웃는남자 감독판,2019-11-29,0.325,0.0,40256,172341000,172341000,13087,13087,2019,공연,전체
1966,116,언더 더 씨2,2019-05-23,0.087,0.0,148869,92593360,92593360,13086,13086,2019,애니메이션,전체
1967,116,빅 2: 황금열쇠 대소동,2019-10-30,0.083,0.0,151979,96947060,96947060,12744,12744,2019,애니메이션,전체
1968,116,슈퍼 햄찌,2019-09-26,0.107,0.0,115948,94640540,94640540,12493,12493,2019,애니메이션,전체
1969,116,아스테릭스: 마법 물약의 비밀,2019-12-12,0.15,0.0,83074,77570680,77570680,12470,12470,2019,애니메이션,전체
1970,116,피터팬: 후크 선장과 결투의 날,2019-05-30,0.15,0.0,81162,92208100,92208100,12221,12221,2019,애니메이션,전체
1971,116,루킹 글라스,2018-06-23,0.789,0.0,14826,61179600,61181600,11698,11699,2019,,
1972,116,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,2019-08-22,0.139,0.0,82457,95778380,95778380,11486,11486,2019,애니메이션,12
1973,116,어바웃 타임,2013-12-05,0.12,0.0,93479,66939500,25082076300,11251,3407564,2019,멜로/로맨스,15
1974,116,오션스: 문어구출대작전,2019-10-03,0.1,0.0,109773,83373580,83373580,11055,11055,2019,애니메이션,전체
1975,116,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,2019-05-02,0.131,0.0,82682,91685730,91685730,10889,10889,2019,애니메이션,12
1976,116,캔 유 킵 어 시크릿?,2019-11-07,0.036,0.0,296522,89857500,89857500,10754,10754,2019,멜로/로맨스,15
1977,116,쓰리 세컨즈,2019-06-20,0.043,0.0,243281,83005450,83005450,10659,10659,2019,드라마,12
1978,116,폴라로이드,2019-06-06,0.077,0.0,135774,91171660,91171660,10510,10510,2019,공포(호러),15
1979,116,폴라로이드,2019-06-06,0.077,0.0,135774,91171660,91171660,10510,10510,2019,드라마,전체
1980,116,레티나,2019-04-24,0.764,0.0,12955,52346950,52347950,9905,9906,2019,스릴러,15
1981,116,라플라스의 마녀,2019-05-09,0.07,0.0,136287,86152580,86152580,9666,9666,2019,미스터리,12
1982,116,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,2019-04-04,0.111,0.0,86236,81258970,81258970,9640,9640,2019,애니메이션,12
1983,116,꼬마 자전거 스피디,2019-10-17,0.062,0.0,152252,70048620,70048620,9507,9507,2019,애니메이션,전체
1984,116,배틀 스쿨,2019-02-26,0.743,0.0,12778,42769200,42769200,9499,9499,2019,액션,19
1985,116,발명왕 볼트,2019-09-19,0.081,0.0,115631,70341840,70341840,9382,9382,2019,어드벤처,전체
1986,116,극장판 오소마츠 6쌍둥이,2019-06-13,0.109,0.0,82552,75632870,75632870,9021,9021,2019,애니메이션,15
1987,116,엘리펀트킹 덤보,2019-06-13,0.076,0.0,114869,64369060,64369060,8755,8755,2019,애니메이션,전체
1988,116,똑딱똑딱 마법의 시계나라,2019-04-17,0.065,0.0,130102,62209720,62209720,8548,8548,2019,애니메이션,전체
1989,116,언씬: 할로우맨,2019-04-23,0.738,0.0,10957,42266100,42266100,8093,8093,2019,SF,15
1990,116,스타 이즈 본,2018-10-09,0.172,0.0,46341,66825660,4264330060,8005,491857,2019,드라마,15
1991,116,블랙 스완,2011-02-24,0.117,0.0,68299,69645660,12556186160,7994,1631512,2019,드라마,19
1992,116,클래식,2003-01-30,0.27,0.0,28559,44008800,104129400,7726,15240,2019,,
1993,116,던전에서 만남을 추구하면 안 되는 걸까? –오리온의 화살–,2019-04-18,0.051,0.0,144918,62165800,62165800,7526,7526,2019,애니메이션,12
1994,116,집으로...,2002-04-04,0.076,0.0,97562,60885500,62608500,7487,7752,2019,,
1995,116,"메리, 퀸 오브 스코틀랜드",2019-02-14,0.301,0.0,24334,57822900,57822900,7340,7340,2019,드라마,15
1996,116,국가부도의 날,2018-11-28,0.184,0.0,39557,47453700,30893315837,7281,3755233,2019,드라마,12
1997,116,안티 큐어,2019-04-24,0.691,0.0,10263,35878700,35878700,7100,7100,2019,SF,15
1998,116,햄릿,2016-11-24,0.322,0.0,21238,87928500,202323500,6856,15513,2019,공연,15
1999,116,고릴라와 슈퍼레이스,2019-04-03,0.066,0.0,87373,44390040,44390040,5814,5814,2019,애니메이션,전체
2000,116,프랑켄슈타인,2019-03-14,0.229,0.0,23776,71989500,71989500,5461,5461,2019,공연,15
2001,116,펄프 픽션,1994-09-10,0.256,0.0,20337,44125500,44125500,5216,5216,2019,,
2002,116,데드풀 2: 순한맛,2019-01-03,0.142,0.0,36498,44553400,44553400,5191,5191,2019,액션,12
2003,116,헬로 몽키,2019-11-14,0.079,0.0,61039,35402440,35402440,4832,4832,2019,판타지,전체
2004,116,나이트메어 시네마,2019-07-17,0.043,0.0,111070,42923628,42923628,4817,4817,2019,공포(호러),19
2005,116,후로티로봇 극장판,2019-08-29,0.06,0.0,78071,36110740,36110740,4727,4727,2019,어드벤처,전체
2006,116,양들의 침묵,1991-06-22,0.445,0.0,10485,40442700,40442700,4667,4667,2019,,
2007,116,호두까기 인형과 4개의 왕국,2018-12-06,0.192,0.0,23376,33698300,4153747200,4505,518272,2019,판타지,전체
2008,116,인퀴지터: 엘도라도의 저주,2018-12-04,0.735,0.0,6085,23762550,23763550,4476,4477,2019,,
2009,116,살인의 추억,2003-04-25,0.056,0.0,74420,30152400,54800397,4221,8233,2019,,
2010,116,드래곤 빌리지,2019-12-12,0.116,0.0,35671,27760900,27760900,4160,4160,2019,판타지,전체
2011,116,불한당: 나쁜 놈들의 세상,2017-05-17,0.229,0.0,17671,37697400,7716642525,4054,958498,2019,범죄,19
2012,116,노리개: 그녀의 눈물,2019-06-13,0.06,0.0,60484,28206250,28206250,3664,3664,2019,,
2013,116,래미의 초특급 시간여행,2019-02-27,0.055,0.0,65252,27150800,27150800,3610,3610,2019,애니메이션,전체
2014,116,매튜 본의 백조의 호수,2019-10-31,0.15,0.0,22454,55609000,55609000,3388,3388,2019,공연,12
2015,116,공포체험단 곤지암편,2019-07-19,0.091,0.0,36059,17285500,17285500,3282,3282,2019,공포(호러),15
2016,116,라라랜드,2016-12-07,0.221,0.0,14506,27463894,30044151388,3214,3601602,2019,드라마,12
2017,116,저수지의 개들,1996-03-23,0.187,0.0,16350,25336500,25336500,3066,3066,2019,,
2018,116,바스터즈: 거친 녀석들,2009-10-28,0.364,0.0,8170,24775500,2537804500,2979,334806,2019,액션,19
2019,116,아이다,2019-02-02,0.381,0.0,7704,72420000,72420000,2936,2936,2019,공연,전체
2020,116,마법안개의 비밀: 황금 보물선을 찾아라,2019-11-14,0.083,0.0,35149,21145960,21145960,2935,2935,2019,,
2021,116,겨울왕국,2014-01-16,0.622,0.0,4246,22570000,82484074400,2642,10298743,2019,애니메이션,전체
2022,116,폼페이 최후의 날,1976-01-31,0.348,0.0,7529,5262000,12889000,2626,6399,2019,,
2023,116,천지창조 / 더 바이블,1986-03-01,0.367,0.0,7004,5161000,5161000,2573,2573,2019,,
2024,116,너의 이름은.,2017-01-04,0.193,0.0,12909,21668000,29895806256,2492,3715089,2019,애니메이션,12
2025,116,킬빌,2003-11-21,0.156,0.0,15087,19293000,275062000,2368,40810,2019,,
2026,116,라 트라비아타,2019-07-09,0.33,0.0,7078,56084650,56084650,2339,2339,2019,공연,전체
2027,116,재키 브라운,1998-05-16,0.141,0.0,15971,18125000,18557000,2252,2396,2019,,
2028,116,마더,2009-05-28,0.226,0.0,9493,18104200,19989614800,2148,2981953,2019,드라마,19
2029,116,설국열차,2013-08-01,0.036,0.0,58012,14389000,67026842200,2097,9352448,2019,SF,15
2030,116,몬테크리스토,2019-11-14,0.11,0.0,18617,26167000,26167000,2056,2056,2019,,
2031,116,백야,1986-09-13,0.241,0.0,8398,4092000,4182000,2026,2071,2019,멜로/로맨스,19
2032,116,신세계,2013-02-21,0.118,0.0,16537,10899700,34892973605,1957,4684571,2019,범죄,19
2033,116,행맨,2019-01-23,0.035,0.0,51788,14972890,14972890,1860,1860,2019,,
2034,116,삼손과 데릴라,2019-04-02,0.329,0.0,5616,42219500,42219500,1849,1849,2019,,
2035,116,영 피카소,2019-05-30,0.121,0.0,14955,18302000,18302000,1810,1810,2019,,
2036,116,마술피리,2019-04-28,0.288,0.0,6272,42357000,42357000,1808,1808,2019,,
2037,116,장고:분노의 추적자,2013-03-21,0.14,0.0,12316,14193500,1899776500,1732,262137,2019,서부극(웨스턴),19
2038,116,링,1999-12-11,0.106,0.0,15978,9018200,9298200,1704,1745,2019,,
2039,116,마탄의 사수,2019-09-01,0.26,0.0,6404,32757000,32757000,1669,1669,2019,,
2040,116,폴링 인 러브,1987-03-21,0.193,0.0,8563,3336000,3820000,1658,1843,2019,,
2041,116,도어락,2018-12-05,0.123,0.0,13260,11059600,12803157486,1642,1561258,2019,스릴러,15
2042,116,황야의 무법자,1977-07-30,0.223,0.0,7192,3238000,13545000,1606,5557,2019,,
2043,116,마당을 나온 암탉,2011-07-28,0.087,0.0,18078,9227500,14683917500,1586,2204374,2019,애니메이션,전체
2044,116,카르멘,2019-09-14,0.19,0.0,8260,37284500,37284500,1574,1574,2019,공연,15
2045,116,카르멘,2019-09-14,0.19,0.0,8260,37284500,37284500,1574,1574,2019,드라마,12
2046,116,걸즈 앤 판처 극장판,2016-08-25,0.453,0.0,3308,14902000,302134100,1501,33348,2019,애니메이션,12
2047,116,산딸기 2,1985-02-02,0.333,0.0,4500,3003000,3003000,1499,1499,2019,,
2048,116,차타레부인의 사랑,1981-08-01,0.19,0.0,7840,2989000,6274000,1492,2929,2019,,
2049,116,오늘도 위위,2019-10-17,0.052,0.0,26964,11681460,11916460,1416,1463,2019,,
2050,116,타이탄,2010-04-01,0.233,0.0,6000,2800000,21799796500,1400,2643883,2019,액션,12
2051,116,아직 사랑하고 있습니까?,2019-12-04,0.043,0.0,32128,10825340,10825340,1398,1398,2019,,
2052,116,접속,1997-09-13,0.111,0.0,12554,8596100,11429100,1397,1757,2019,,
2053,116,데미트리아스,1977-02-18,0.218,0.0,6388,2791000,13223000,1394,6570,2019,,
2054,116,메리 포핀스,1975-12-24,0.217,0.0,6330,2814000,4733000,1377,1675,2019,,
2055,116,신과함께-인과 연,2018-08-01,0.164,0.0,8226,11528500,102678000000,1354,12276350,2019,판타지,12
2056,116,번지점프를 하다,2001-02-02,0.096,0.0,13757,7504300,40264300,1328,5417,2019,,
2057,116,레미제라블,2012-12-19,0.394,0.0,3357,9572000,43100128000,1326,5922303,2019,드라마,12
2058,116,아파치요새,1971-05-01,0.287,0.0,4576,2635000,11661000,1315,5326,2019,,
2059,116,토스카,2019-11-17,0.257,0.0,4981,27144000,27144000,1284,1284,2019,,
2060,116,이스케이프 플랜 3,2019-09-04,0.094,0.0,13544,6566000,6566000,1276,1276,2019,,
2061,116,더하우스,2019-12-12,0.09,0.0,13734,7631000,7631000,1245,1245,2019,,
2062,116,아이다,2018-04-04,0.328,0.0,3712,19818000,65909500,1218,3220,2019,공연,전체
2063,116,아이 캔 스피크,2017-09-21,0.811,0.0,1478,6249000,25551269986,1199,3283470,2019,코미디,12
2064,116,깊은밤 깊은 곳에,1979-01-20,0.243,0.0,4904,2407000,4559000,1196,2184,2019,,
2065,116,내 모든 것을 다주어도,1977-01-01,0.183,0.0,6419,2352000,2352000,1176,1176,2019,,
2066,116,스페이드의 여왕,2019-02-03,0.204,0.0,5492,26039000,26039000,1124,1124,2019,,
2067,116,로우,2017-08-05,0.208,0.0,5272,8968500,22984500,1097,2707,2019,,
2068,116,어거스트 러쉬,2007-11-29,0.199,0.0,5498,6886000,14352898000,1096,2228552,2019,,
2069,116,카르멘,2018-07-01,0.379,0.0,2856,17025000,99125500,1085,4616,2019,공연,15
2070,116,카르멘,2018-07-01,0.379,0.0,2856,17025000,99125500,1085,4616,2019,드라마,12
2071,116,스잔나,1981-07-17,0.125,0.0,8662,2176000,8102000,1083,4006,2019,,
2072,116,오멘,1977-06-03,0.208,0.0,5197,9222000,9222000,1082,1082,2019,,
2073,116,존 윅,2015-01-21,0.625,0.0,1719,8182081,936001218,1076,117478,2019,액션,19
2074,116,산딸기,1982-09-04,0.172,0.0,6196,2150000,2150000,1070,1070,2019,,
2075,116,안나 카레니나,2018-06-29,0.254,0.0,4125,12991000,63191800,1048,4571,2019,드라마,15
2076,116,라 트라비아타,2017-01-22,0.286,0.0,3594,16812500,52356000,1030,2472,2019,공연,전체
2077,116,유전,2018-06-07,0.38,0.0,2709,10198500,1575109438,1030,178677,2019,공포(호러),15
2078,116,모털 엔진,2018-12-05,0.548,0.0,1870,5127000,2329489119,1025,268921,2019,액션,12
2079,116,알제리의 이탈리아 여인,2019-03-17,0.181,0.0,5594,23959500,23959500,1013,1013,2019,,
2080,116,내부자들,2015-11-19,0.063,0.0,15804,5647500,56604868557,1009,7073516,2019,범죄,19
2081,116,공작,2018-08-08,0.061,0.0,16194,6839640,42795690816,997,4975517,2019,드라마,12
2082,116,길은 멀어도 마음만은,1977-07-16,0.168,0.0,5920,2014000,7576000,997,3773,2019,,
2083,116,페세이지,1979-07-05,0.221,0.0,4290,1904000,5576000,952,2747,2019,,
2084,116,존 윅 - 리로드,2017-02-22,0.593,0.0,1588,7119081,2212799681,942,277370,2019,액션,19
2085,116,미스터 주: 사라진 VIP,2020-01-22,0.767,0.0,1224,6492000,6492000,940,940,2019,코미디,12
2086,116,범죄의 재구성,2004-04-15,0.071,0.0,13058,5243800,6138742500,938,943241,2019,,
2087,116,황혼에서 새벽까지,1998-09-05,0.198,0.0,4723,7666500,7666500,938,938,2019,,
2088,116,서부의 아가씨,2019-05-14,0.183,0.0,5116,21378000,21378000,937,937,2019,,
2089,116,미쓰백,2018-10-11,0.675,0.0,1374,7622000,6047966066,928,723110,2019,드라마,15
2090,116,싸이코 킬러,2018-11-16,0.61,0.0,1460,4460000,7182000,892,1388,2019,,
2091,116,수상한 그녀,2014-01-22,0.547,0.0,1586,4418000,62720514849,868,8660623,2019,드라마,15
2092,116,런닝맨 : 풀룰루의 역습,2018-12-05,0.368,0.0,2348,6987000,1427205750,865,187777,2019,애니메이션,전체
2093,116,도둑들,2012-07-25,0.09,0.0,9421,5111200,93672361700,851,12984692,2019,액션,15
2094,116,무뢰한,2015-05-27,0.495,0.0,1709,8212000,3270592431,847,415510,2019,멜로/로맨스,19
2095,116,사랑의 묘약,2018-07-07,0.242,0.0,3454,13660500,56524500,837,2732,2019,,
2096,116,안시성,2018-09-19,0.891,0.0,935,6672000,46342006026,834,5441020,2019,사극,12
2097,116,부산행,2016-07-20,0.03,0.0,25701,4758500,93187397548,788,11567662,2019,액션,15
2098,116,람메르무어의 루치아,2019-10-13,0.145,0.0,5320,17775000,17775000,776,776,2019,,
2099,116,만추,2011-02-17,0.145,0.0,5321,6407000,6349787900,776,850411,2019,멜로/로맨스,15
2100,116,"링2(1999년, 일본판)",2000-07-29,0.069,0.0,11020,4136100,4219100,764,779,2019,,
2101,116,인천상륙작전,2016-07-27,0.904,0.0,842,6635000,55112241303,762,7051237,2019,전쟁,12
2102,116,협객 김두한,1975-06-05,0.174,0.0,4290,1500000,5157000,750,2576,2019,,
2103,116,귀신의 향기,2019-07-03,0.038,0.0,19653,5295500,5295500,748,748,2019,,
2104,116,부당거래,2010-10-28,0.068,0.0,10947,4113600,21000698100,745,2723773,2019,범죄,19
2105,116,황금광 시대,1990-02-17,0.124,0.0,5996,1493000,6059000,744,2197,2019,,
2106,116,오페라의 유령,2004-12-08,0.433,0.0,1671,5475500,10095678600,725,1578361,2019,,
2107,116,완벽한 타인,2018-10-31,0.227,0.0,3165,6169400,44356976474,719,5294154,2019,드라마,15
2108,116,디아블로: 분노의 질주,2019-11-13,0.102,0.0,7004,3396000,3396000,718,718,2019,,
2109,116,백사부인,1960-10-02,0.156,0.0,4500,1408000,4436000,704,2218,2019,,
2110,116,킹 오브 프리즘 (바이 프리티 리듬),2016-08-11,0.401,0.0,1734,5022150,1005071150,697,121053,2019,애니메이션,12
2111,116,킬 존,2018-11-04,0.792,0.0,864,3425000,3427000,685,686,2019,,
2112,116,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,0.436,0.0,1554,4093000,1080062750,679,128744,2019,애니메이션,15
2113,116,삼일천하,1973-02-15,0.196,0.0,3432,1352000,1352000,676,676,2019,,
2114,116,감시자들,2013-07-03,0.152,0.0,4342,6714500,39389732679,660,5509019,2019,범죄,15
2115,116,국제시장,2014-12-17,0.873,0.0,751,4359000,110942000000,656,14263578,2019,드라마,12
2116,116,정의심판,2019-10-17,0.341,0.0,1910,5772000,5772000,652,652,2019,,
2117,116,리틀 포레스트,2018-02-28,0.577,0.0,1112,5047000,11934249185,642,1506911,2019,드라마,전체
2118,116,스타워즈: 라이즈 오브 스카이워커,2020-01-08,1.0,0.0,624,8112000,8112000,624,624,2019,액션,12
2119,116,퍼스트맨,2018-10-18,0.175,0.0,3540,5799100,6100564739,620,665984,2019,SF,12
2120,116,연대의 딸,2019-11-09,0.163,0.0,3768,14119500,14119500,616,616,2019,,
2121,116,허스토리,2018-06-27,1.003,0.0,600,3250000,2524275949,602,337424,2019,드라마,12
2122,116,살인광시대,1990-09-29,0.135,0.0,4280,1369000,1923000,580,668,2019,,
2123,116,덕구,2018-04-05,0.809,0.0,714,3432000,2392473700,578,316241,2019,드라마,전체
2124,116,소돔과 고모라,1974-04-25,0.387,0.0,1470,1140000,9495000,570,4782,2019,,
2125,116,써커스,1990-05-05,0.094,0.0,5996,1141000,3088500,569,833,2019,,
2126,116,이 멋진 세계에 축복을! 붉은 전설,2020-02-06,1.0,0.0,568,6248000,6248000,568,568,2019,애니메이션,15
2127,116,장수상회,2015-04-09,0.772,0.0,725,2800000,8742817143,560,1166789,2019,멜로/로맨스,12
2128,116,동주,2016-02-17,0.441,0.0,1247,5575000,8915668963,550,1176425,2019,드라마,12
2129,116,로드킬,2019-02-21,0.079,0.0,6857,4239100,4239100,542,542,2019,,
2130,116,사이코패스 시너스 오브 더 시스템 케이스1: 죄와 벌,2019-10-26,1.0,0.0,542,2710000,2710000,542,542,2019,,
2131,116,사이코패스 시너스 오브 더 시스템 케이스2: 퍼스트 가디언,2019-10-26,1.0,0.0,542,2710000,2710000,542,542,2019,,
2132,116,인어공주,1991-12-21,0.319,0.0,1691,3715900,37801200,541,4874,2019,,
2133,116,뉴욕의 왕,1990-12-12,0.123,0.0,4290,1068000,1465000,529,592,2019,,
2134,116,헌터 킬러,2018-12-06,0.097,0.0,5363,3910000,468748450,521,57032,2019,액션,15
2135,116,콩쥐별전 - 전주성의 비밀,2019-07-27,0.101,0.0,5094,2776000,2776000,519,519,2019,,
2136,116,혈투,2011-02-24,0.336,0.0,1529,1030000,330310000,515,44462,2019,액션,15
2137,116,아드리아나 르쿠브뢰르,2019-08-31,0.274,0.0,1828,11446500,11446500,502,502,2019,,
2138,116,비트,1997-05-03,0.121,0.0,3929,4040600,4707600,476,573,2019,,
2139,116,라보엠,2014-12-20,0.373,0.0,1254,7305000,64624000,468,4314,2019,,
2140,116,위대한 개츠비,2013-05-16,0.124,0.0,3680,3445000,10584774643,459,1445707,2019,드라마,15
2141,116,택시운전사,2017-08-02,0.067,0.0,6835,2457000,95871287649,459,12189654,2019,드라마,15
2142,116,옥자,2017-06-29,0.606,0.0,754,4573000,2442498900,457,322663,2019,어드벤처,12
2143,116,착한 엄마: 아버지의 여자를 탐하다,2019-06-24,0.171,0.0,2629,2571000,2571000,451,451,2019,,
2144,116,내 엄마의 친구 2,2019-04-12,0.143,0.0,3074,2596000,2596000,440,440,2019,,
2145,116,더 넌: 수녀의 저주,2018-11-03,0.997,0.0,432,2155000,5787000,431,1110,2019,,
2146,116,4인의 무뢰한,1971-05-28,0.285,0.0,1500,866000,866000,428,428,2019,,
2147,116,지상에서 영원으로,2016-09-29,0.1,0.0,4205,2533000,7038500,424,724,2019,,
2148,116,라임라이트,1989-08-26,0.143,0.0,2924,1099000,1980000,421,572,2019,,
2149,116,그것만이 내 세상,2018-01-17,1.009,0.0,415,2680000,27456797382,419,3420172,2019,코미디,12
2150,116,토마스와 친구들: 우정의 대모험,2018-12-13,0.509,0.0,817,2080000,73707750,416,10315,2019,애니메이션,전체
2151,116,마니,2019-06-29,0.227,0.0,1768,9460500,9460500,403,403,2019,,
2152,116,팔스타프,2019-06-16,0.108,0.0,3724,9174000,9174000,403,403,2019,,
2153,116,아빠는 딸,2019-09-05,0.09,0.0,4282,2758500,2758500,387,387,2019,코미디,12
2154,116,올라프 백작,2019-04-18,0.1,0.0,3846,4797000,4797000,386,386,2019,,
2155,116,버스데이 원더랜드,2019-10-24,0.023,0.0,16150,3034160,3034160,383,383,2019,,
2156,116,알라딘,1993-07-03,0.211,0.0,1714,2996500,14541500,362,1858,2019,어드벤처,전체
2157,116,라푼젤,2011-02-10,0.262,0.0,1373,2493500,10197543000,361,1015392,2019,애니메이션,전체
2158,116,비밥바룰라,2018-01-24,0.951,0.0,373,1785000,324501200,355,47918,2019,코미디,12
2159,116,천장지구,1990-10-13,0.546,0.0,629,4960000,7108000,344,1413,2019,,
2160,116,새엄마 2019,2019-11-25,0.115,0.0,2908,1881000,1881000,336,336,2019,,
2161,116,적도의 꽃,1983-10-29,0.249,0.0,1312,714000,2914000,327,1269,2019,,
2162,116,육체의 약속,1975-07-26,0.29,0.0,1112,646000,5322000,323,1827,2019,,
2163,116,"광해, 왕이 된 남자",2012-09-13,0.152,0.0,2073,3140700,88913283469,317,12324062,2019,사극,15
2164,116,셰이프 오브 워터: 사랑의 모양,2018-02-22,0.776,0.0,399,3259000,4221336050,310,507412,2019,어드벤처,19
2165,116,곤지암,2018-03-28,0.022,0.0,13875,2042000,21444236144,308,2675883,2019,공포(호러),15
2166,116,창궐,2018-10-25,0.86,0.0,358,2464000,13278236490,308,1599598,2019,사극,15
2167,116,천녀유혼,1987-12-05,0.083,0.0,3667,2173200,13674700,305,2254,2019,SF,12
2168,116,오다기리 죠의 도쿄타워,2007-10-25,0.395,0.0,762,2569000,363475000,301,56047,2019,,
2169,116,디어헌터,1979-03-03,0.29,0.0,1030,1822000,4113000,299,724,2019,,
2170,116,걸즈 앤 판처 제​ 63회 전차도 전국 고교생 대회,2020-04-09,1.0,0.0,288,3168000,3168000,288,288,2019,,
2171,116,악인이여 지옥행 열차를 타라,1977-01-28,0.258,0.0,1112,584000,1115000,287,560,2019,,
2172,116,베테랑,2015-08-05,0.033,0.0,8519,1592000,105171000000,284,13414484,2019,액션,15
2173,116,빈센트,1994-04-09,0.44,0.0,636,1428000,1428000,280,280,2019,드라마,15
2174,116,7번방의 선물,2013-01-23,0.062,0.0,4489,1529000,91434811670,279,12811714,2019,코미디,15
2175,116,맘마미아!,2008-09-03,0.314,0.0,875,1978000,29690903850,275,4578514,2019,멜로/로맨스,12
2176,116,신과함께-죄와 벌,2017-12-20,0.04,0.0,6676,1547500,115708000000,273,14411775,2019,판타지,12
2177,116,아가씨 참으세요,1981-09-19,0.242,0.0,1112,540000,1129000,270,577,2019,,
2178,116,진짜 진짜 잊지마,1976-02-14,0.194,0.0,1390,545000,939000,270,477,2019,,
2179,116,흑룡강,1976-10-09,0.242,0.0,1112,540000,1204000,270,612,2019,,
2180,116,플란다스의 개,2000-02-19,0.634,0.0,424,2272200,4416200,269,609,2019,,
2181,116,소림천하,1978-11-04,0.24,0.0,1112,534000,534000,267,267,2019,,
2182,116,더 킹,2017-01-18,0.703,0.0,378,3488000,43492302535,266,5317959,2019,범죄,15
2183,116,프리즈너스,2013-10-02,0.055,0.0,4779,2372780,1380599280,265,189025,2019,범죄,19
2184,116,엄마 애인 3,2019-05-23,0.044,0.0,5718,1348000,1348000,256,256,2019,,
2185,116,델마와 루이스,1993-11-27,0.443,0.0,566,2244000,73571100,251,9444,2019,,
2186,116,러브 오브 시베리아,2000-10-14,0.118,0.0,2110,517000,5058000,251,2391,2019,,
2187,116,뮬란,1998-07-17,0.198,0.0,1262,1741000,7875000,251,1037,2019,어드벤처,12
2188,116,건축학개론,2012-03-22,0.437,0.0,572,3369000,30242262900,250,4113696,2019,멜로/로맨스,12
2189,116,레이디 버드,2018-04-04,0.816,0.0,306,2000000,830329700,250,102031,2019,코미디,15
2190,116,음란 과외 2,2019-05-23,0.043,0.0,5746,1341000,1341000,250,250,2019,,
2191,116,아빠와 딸,2019-06-07,0.083,0.0,2985,1407000,1407000,248,248,2019,,
2192,116,누나의 속사정,2019-07-17,0.084,0.0,2889,1184000,1184000,245,245,2019,,
2193,116,새엄마들 2019,2019-07-23,0.088,0.0,2769,1289000,1289000,245,245,2019,,
2194,116,어린 엄마의 비밀,2019-07-18,0.078,0.0,3141,1184000,1184000,245,245,2019,,
2195,116,어우동과 춘향뎐,2019-08-09,0.089,0.0,2725,1184000,1184000,245,245,2019,,
2196,116,파라노말 기생충,2019-03-10,0.093,0.0,2634,1184000,1184000,245,245,2019,,
2197,116,감금의 정사,2019-03-07,0.097,0.0,2515,1183000,1183000,244,244,2019,,
2198,116,그녀의 하드코어-무삭제판,2019-03-21,0.099,0.0,2461,1183000,1183000,244,244,2019,,
2199,116,맛색녀의 성적유희,2019-02-07,0.104,0.0,2335,1179000,1179000,244,244,2019,,
2200,116,매일 죽는 남자,1981-02-14,0.219,0.0,1112,488000,488000,244,244,2019,,
2201,116,아내의 친구,2019-09-12,0.089,0.0,2714,1183000,1183000,244,244,2019,,
2202,116,어린 아가씨,2019-09-05,0.096,0.0,2525,1183000,1183000,244,244,2019,,
2203,116,어린동생-무삭제,2019-03-28,0.097,0.0,2495,1183000,1183000,244,244,2019,,
2204,116,엄마 친구의 떡 선물-무삭제판,2019-03-28,0.089,0.0,2725,1183000,1183000,244,244,2019,,
