,순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,연도,상영횟수,개봉년도
1097,66,도라에몽 : 스탠 바이 미,2015-02-12,3684756429,0.002,503968.0,432.0,일본,일본,(주)넥스트엔터테인먼트월드(NEW),2015,"13,063",2015
1098,67,위험한 상견례 2,2015-04-29,3575384754,0.002,472693.0,429.0,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",2015,"18,409",2015
1099,68,명탐정 코난 : 화염의 해바라기,2015-08-05,3296031400,0.002,471205.0,433.0,일본,일본,(주)씨제이이엔엠,2015,"8,877",2015
1100,69,순수의 시대,2015-03-05,3740948828,0.002,469891.0,546.0,한국,한국,(주)씨제이이엔엠,2015,"23,623",2015
1101,70,오피스,2015-09-03,3460460230,0.002,441208.0,425.0,한국,한국,(주)리틀빅픽쳐스,2015,"18,575",2015
1102,71,"협녀, 칼의 기억",2015-08-13,3360045489,0.002,431310.0,572.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2015,"16,099",2015
1103,72,어린왕자,2015-12-23,3195586794,0.002,428855.0,494.0,프랑스,프랑스,씨네그루(주)다우기술,2015,"8,384",2015
1104,73,무뢰한,2015-05-27,3262207431,0.002,414641.0,482.0,한국,한국,CGV아트하우스,2015,"23,660",2015
1105,74,판타스틱 4,2015-08-20,3029310600,0.002,399667.0,451.0,미국,미국,이십세기폭스코리아(주),2015,"16,241",2015
1106,75,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,2902090600,0.002,391760.0,544.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2015,"10,893",2015
1107,76,내 심장을 쏴라,2015-01-28,2856859132,0.002,387409.0,452.0,한국,한국,"(주)리틀빅픽쳐스,(주)이수C&E",2015,"20,042",2015
1108,77,소수의견,2015-06-24,2892681205,0.002,383582.0,398.0,한국,한국,(주)시네마서비스,2015,"16,273",2015
1109,78,그레이의 50가지 그림자,2015-02-26,2918598796,0.002,364415.0,512.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2015,"19,227",2015
1110,79,홈,2015-05-21,2693335391,0.002,360742.0,532.0,미국,미국,(주)씨제이이엔엠,2015,"10,484",2015
1111,80,경성학교: 사라진 소녀들,2015-06-18,2749609100,0.002,356415.0,489.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2015,"18,520",2015
1112,81,치외법권,2015-08-27,2664941005,0.002,346483.0,446.0,한국,한국,판씨네마(주),2015,"15,297",2015
1113,82,아메리칸 스나이퍼,2015-01-14,2800001438,0.002,344766.0,308.0,미국,미국,워너브러더스 코리아(주),2015,"10,769",2015
1114,83,에베레스트,2015-09-24,3055119748,0.002,332180.0,331.0,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),2015,"9,343",2015
1115,84,호빗: 다섯 군대 전투,2014-12-17,2840004341,0.002,326887.0,350.0,미국,"미국,뉴질랜드",워너브러더스 코리아(주),2015,"7,347",2014
1116,85,스폰지밥 3D,2015-02-18,2458946200,0.001,325016.0,357.0,미국,미국,(주)씨제이이엔엠,2015,"8,415",2015
1117,86,극적인 하룻밤,2015-12-03,2610567429,0.002,320884.0,434.0,한국,한국,CGV아트하우스,2015,"18,332",2015
1118,87,뮨: 달의 요정,2015-09-24,2333203700,0.001,319384.0,365.0,프랑스,프랑스,"(주)스마일이엔티,씨네그루(주)다우기술",2015,"6,895",2015
1119,88,도리화가,2015-11-25,2246950339,0.001,317505.0,563.0,한국,한국,(주)씨제이이엔엠,2015,"19,168",2015
1120,89,이터널 선샤인,2005-11-10,2581017592,0.002,315447.0,108.0,미국,미국,"(주)노바미디어,코리아픽쳐스(주)",2015,"8,891",2005
1121,90,주피터 어센딩,2015-02-05,2687549879,0.002,309842.0,561.0,미국,미국,워너브러더스 코리아(주),2015,"16,454",2015
1122,91,패딩턴,2015-01-07,2246438729,0.001,305102.0,408.0,영국,"영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트,2015,"9,738",2015
1123,92,오즈의 마법사: 돌아온 도로시,2015-02-12,2176416000,0.001,298482.0,330.0,미국,미국,(주)박수엔터테인먼트,2015,"7,787",2015
1124,93,런 올 나이트,2015-03-19,2293671495,0.001,289534.0,411.0,미국,미국,워너브러더스 코리아(주),2015,"15,865",2015
1125,94,다이노 타임,2015-04-30,2108596800,0.001,284900.0,430.0,한국,"한국,미국",(주)씨제이이엔엠,2015,"6,713",2015
1126,95,인서전트,2015-03-25,2158449889,0.001,282662.0,480.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2015,"18,214",2015
1127,96,백 투 더 비기닝,2015-02-26,2018287400,0.001,266610.0,423.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2015,"13,839",2015
1128,97,투모로우랜드,2015-05-27,2083283000,0.001,265810.0,435.0,미국,미국,월트디즈니컴퍼니코리아(주),2015,"14,640",2015
1129,98,스파이 브릿지,2015-11-05,2049608478,0.001,264872.0,425.0,미국,미국,이십세기폭스코리아(주),2015,"12,434",2015
1130,99,개를 훔치는 완벽한 방법,2014-12-31,2019629065,0.001,263300.0,199.0,한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장",2015,"8,008",2014
1131,100,함정,2015-09-10,2090877200,0.001,257990.0,445.0,한국,한국,(주)인벤트스톤,2015,"10,899",2015
1132,101,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015-02-12,1885543600,0.001,257381.0,187.0,일본,일본,(주)씨제이이엔엠,2015,"5,300",2015
1133,102,언브로큰,2015-01-07,1997947292,0.001,256475.0,401.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2015,"10,780",2015
1134,103,소셜포비아,2015-03-12,1964654963,0.001,249828.0,368.0,한국,한국,CGV아트하우스,2015,"15,161",2015
1135,104,하늘을 걷는 남자,2015-10-28,2267273653,0.001,238257.0,415.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2015,"12,015",2015
1136,105,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015-01-14,1653084000,0.001,233347.0,360.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,2015,"7,472",2015
1137,106,조선마술사,2015-12-30,1506449794,0.001,224657.0,596.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2015,"4,922",2015
1138,107,괴물의 아이,2015-11-25,1652580816,0.001,223216.0,363.0,일본,일본,"CGV아트하우스,(주)리틀빅픽쳐스",2015,"10,487",2015
1139,108,노아의 방주: 남겨진 녀석들,2015-04-30,1589433800,0.001,220189.0,436.0,독일,"독일,벨기에,룩셈부르크,아일랜드",씨네그루(주)다우기술,2015,"5,422",2015
1140,109,언프렌디드: 친구삭제,2015-05-07,1645623941,0.001,219892.0,386.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2015,"9,994",2015
1141,110,연애의 맛,2015-05-07,1725990153,0.001,214539.0,398.0,한국,한국,"(주)와우픽쳐스,(주)쇼박스",2015,"12,474",2015
1142,111,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,1528041500,0.001,214284.0,360.0,일본,일본,(주)이수C&E,2015,"4,271",2015
1143,112,버드맨,2015-03-05,1664640800,0.001,206241.0,380.0,미국,미국,이십세기폭스코리아(주),2015,"12,051",2015
1144,113,기생수 파트1,2015-02-26,1543346126,0.001,187291.0,247.0,일본,일본,판씨네마(주),2015,"7,405",2015
1145,114,더 셰프,2015-11-05,1482518148,0.001,186511.0,409.0,미국,미국,(주)이수C&E,2015,"12,461",2015
1146,115,팬,2015-10-08,1425325592,0.001,186174.0,428.0,미국,미국,워너브러더스 코리아(주),2015,"8,994",2015
1147,116,레전드,2015-12-10,1436348930,0.001,179738.0,449.0,프랑스,"프랑스,영국",(주)이수C&E,2015,"9,991",2015
1148,117,인터스텔라,2014-11-06,1699965700,0.001,178527.0,109.0,미국,"미국,영국",워너브러더스 코리아(주),2015,"2,898",2014
1149,118,19곰 테드 2,2015-06-25,1378084400,0.001,170647.0,297.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2015,"7,147",2015
1150,119,아메리칸 울트라,2015-08-27,1301387295,0.001,161382.0,341.0,미국,미국,(주)씨제이이엔엠,2015,"8,634",2015
1151,120,트랜스포터: 리퓰드,2015-10-15,1263319115,0.001,161245.0,432.0,프랑스,"프랑스,중국",씨네그루(주)다우기술,2015,"10,083",2015
1152,121,내부자들: 디 오리지널,2015-12-31,1236787715,0.001,160148.0,595.0,한국,한국,(주)쇼박스,2015,"1,540",2015
1153,122,센과 치히로의 행방불명,2002-06-27,1255442529,0.001,159282.0,339.0,일본,일본,씨네그루(주)다우기술,2015,"6,434",2002
1154,123,스누피: 더 피너츠 무비,2015-12-24,1194012100,0.001,156376.0,348.0,미국,미국,이십세기폭스코리아(주),2015,"3,572",2015
1155,124,최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,1171479200,0.001,155348.0,318.0,한국,한국,에이원엔터테인먼트,2015,"4,610",2015
1156,125,아메리칸 셰프,2015-01-07,1245833929,0.001,152508.0,111.0,미국,미국,(주)영화사 진진,2015,"4,879",2015
1157,126,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,1085388600,0.001,150226.0,372.0,일본,일본,(주)이수C&E,2015,"5,097",2015
1158,127,워킹걸,2015-01-07,1183887479,0.001,149181.0,308.0,한국,한국,메가박스중앙(주)플러스엠,2015,"7,076",2015
1159,128,은밀한 유혹,2015-06-04,1137666247,0.001,145547.0,394.0,한국,한국,(주)씨제이이엔엠,2015,"14,968",2015
1160,129,우먼 인 골드,2015-07-09,1111546800,0.001,144744.0,252.0,미국,"미국,영국",(주)팝엔터테인먼트,2015,"5,801",2015
1161,130,화장,2015-04-09,1073035100,0.001,142382.0,327.0,한국,한국,(주)리틀빅픽쳐스,2015,"13,811",2015
1162,131,시카리오: 암살자의 도시,2015-12-03,1135597952,0.001,140715.0,227.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2015,"6,220",2015
1163,132,워터 디바이너,2015-01-28,1008818235,0.001,136134.0,326.0,미국,"미국,호주,터키",롯데쇼핑㈜롯데엔터테인먼트,2015,"9,179",2015
1164,133,나의 절친 악당들,2015-06-25,1054470664,0.001,133553.0,384.0,한국,한국,이십세기폭스코리아(주),2015,"9,830",2015
1165,134,심야식당,2015-06-18,1045229474,0.001,132192.0,180.0,일본,일본,(주)영화사 진진,2015,"5,779",2015
1166,135,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,985069000,0.001,130223.0,66.0,일본,일본,(주)박수엔터테인먼트,2015,"2,637",2015
1167,136,미라클 벨리에,2015-08-27,929076518,0.001,121827.0,245.0,프랑스,프랑스,(주)영화사 진진,2015,"6,055",2015
1168,137,퇴마: 무녀굴,2015-08-20,951843500,0.001,120802.0,331.0,한국,한국,씨네그루(주)다우기술,2015,"6,463",2015
1169,138,눈의 여왕 2: 트롤의 마법거울,2014-12-24,859630100,0.001,120379.0,246.0,러시아,러시아,씨네그루(주)다우기술,2015,"2,660",2014
1170,139,존 윅,2015-01-21,925995637,0.001,116119.0,321.0,미국,미국,"(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트",2015,"6,653",2015
1171,140,상의원,2014-12-24,910405400,0.001,113738.0,264.0,한국,한국,"(주)쇼박스,(주)와우픽쳐스",2015,"3,315",2014
1172,142,스틸 앨리스,2015-04-29,870357546,0.001,112767.0,116.0,미국,미국,그린나래미디어(주),2015,"4,963",2015
1173,143,셀프/리스,2015-09-10,874447764,0.001,111127.0,340.0,미국,미국,(주)이수C&E,2015,"6,785",2015
1174,1,부산행,2016-07-20,93178283048,0.053,11565479.0,1788.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016,"151,315",2016
1175,2,검사외전,2016-02-03,77320403264,0.044,9707581.0,1812.0,한국,한국,(주)쇼박스,2016,"153,532",2016
1176,3,캡틴 아메리카: 시빌 워,2016-04-27,72672111827,0.042,8677249.0,1991.0,미국,미국,월트디즈니컴퍼니코리아(주),2016,"161,696",2016
1177,4,밀정,2016-09-07,61269783831,0.035,7500420.0,1444.0,한국,"한국,미국",워너브러더스 코리아(주),2016,"138,161",2016
1178,5,터널,2016-08-10,57529484417,0.033,7120508.0,1105.0,한국,한국,(주)쇼박스,2016,"113,201",2016
1179,6,인천상륙작전,2016-07-27,55101410303,0.032,7049643.0,1049.0,한국,한국,(주)씨제이이엔엠,2016,"97,019",2016
1180,7,럭키,2016-10-13,56444461256,0.032,6975290.0,1234.0,한국,한국,(주)쇼박스,2016,"155,977",2016
1181,8,곡성,2016-05-12,55863520382,0.032,6879908.0,1485.0,한국,"한국,미국",이십세기폭스코리아(주),2016,"130,322",2016
1182,9,덕혜옹주,2016-08-03,44393828109,0.025,5599229.0,964.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2016,"97,312",2016
1183,10,닥터 스트레인지,2016-10-26,47481830396,0.027,5446239.0,1503.0,미국,미국,월트디즈니컴퍼니코리아(주),2016,"162,856",2016
1184,11,마스터,2016-12-21,39784641065,0.023,4935320.0,1501.0,한국,한국,(주)씨제이이엔엠,2016,"70,786",2016
1185,12,주토피아,2016-02-17,37096057742,0.021,4706158.0,735.0,미국,미국,월트디즈니컴퍼니코리아(주),2016,"131,005",2016
1186,13,신비한 동물사전,2016-11-16,39300515858,0.023,4662534.0,1431.0,미국,"미국,영국",워너브러더스 코리아(주),2016,"115,676",2016
1187,14,판도라,2016-12-07,33955398164,0.019,4313864.0,1184.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016,"90,758",2016
1188,15,아가씨,2016-06-01,35211229991,0.02,4287839.0,1171.0,한국,한국,(주)씨제이이엔엠,2016,"90,365",2016
1189,16,쿵푸팬더3,2016-01-28,31340798156,0.018,3984812.0,1365.0,미국,미국,(주)씨제이이엔엠,2016,"97,404",2016
1190,17,귀향,2016-02-24,27249738990,0.016,3587173.0,876.0,한국,한국,(주)와우픽쳐스,2016,"90,286",2016
1191,18,데드풀,2016-02-17,27595618651,0.016,3317196.0,1036.0,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2016,"82,521",2016
1192,19,나우 유 씨 미 2,2016-07-13,25116690113,0.014,3100113.0,1200.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2016,"56,981",2016
1193,20,형,2016-11-23,23113768293,0.013,2979659.0,993.0,한국,한국,(주)씨제이이엔엠,2016,"83,518",2016
1194,21,엑스맨: 아포칼립스,2016-05-25,24467887950,0.014,2938818.0,1262.0,미국,미국,이십세기폭스코리아(주),2016,"66,471",2016
1195,22,미스 페레그린과 이상한 아이들의 집,2016-09-28,21841214586,0.013,2718158.0,904.0,미국,"미국,벨기에,영국",이십세기폭스코리아(주),2016,"70,451",2016
1196,23,히말라야,2015-12-16,20705587567,0.012,2630352.0,955.0,한국,한국,(주)씨제이이엔엠,2016,"61,673",2015
1197,24,제이슨 본,2016-07-27,21253434663,0.012,2611966.0,827.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"39,806",2016
1198,25,도리를 찾아서,2016-07-06,20703899933,0.012,2601734.0,1091.0,미국,미국,월트디즈니컴퍼니코리아(주),2016,"55,110",2016
1199,26,아수라,2016-09-28,20576226662,0.012,2594028.0,1278.0,한국,한국,(주)씨제이이엔엠,2016,"68,040",2016
1200,27,정글북,2016-06-09,21517647134,0.012,2537438.0,924.0,미국,미국,월트디즈니컴퍼니코리아(주),2016,"59,041",2016
1201,28,마이펫의 이중생활,2016-08-03,19406436655,0.011,2520670.0,726.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"39,653",2016
1202,29,라라랜드,2016-12-07,19996139232,0.011,2385108.0,727.0,미국,미국,판씨네마(주),2016,"56,408",2016
1203,30,배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,18906246428,0.011,2256913.0,1709.0,미국,미국,워너브러더스 코리아(주),2016,"95,669",2016
1204,31,굿바이 싱글,2016-06-29,16912706195,0.01,2108273.0,841.0,한국,한국,(주)쇼박스,2016,"56,380",2016
1205,32,봉이 김선달,2016-07-06,16227052642,0.009,2051277.0,942.0,한국,한국,(주)씨제이이엔엠,2016,"51,418",2016
1206,33,레버넌트: 죽음에서 돌아온 자,2016-01-14,16107360130,0.009,2007188.0,967.0,미국,미국,이십세기폭스코리아(주),2016,"55,063",2016
1207,34,컨저링 2,2016-06-09,15759374229,0.009,1928605.0,640.0,미국,미국,워너브러더스 코리아(주),2016,"45,816",2016
1208,35,내부자들: 디 오리지널,2015-12-31,15742927260,0.009,1924720.0,838.0,한국,한국,(주)쇼박스,2016,"45,697",2015
1209,36,수어사이드 스쿼드,2016-08-03,15874111188,0.009,1898220.0,823.0,미국,미국,워너브러더스 코리아(주),2016,"29,512",2016
1210,37,인디펜던스 데이 : 리써전스,2016-06-22,12770879840,0.007,1500830.0,926.0,미국,미국,이십세기폭스코리아(주),2016,"47,432",2016
1211,38,탐정 홍길동: 사라진 마을,2016-05-04,11516170845,0.007,1430885.0,764.0,한국,한국,(주)씨제이이엔엠,2016,"41,076",2016
1212,39,벤허,2016-09-14,11410860395,0.007,1400301.0,717.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2016,"38,941",2016
1213,40,굿 다이노,2016-01-07,9756167238,0.006,1328913.0,814.0,미국,미국,월트디즈니컴퍼니코리아(주),2016,"33,127",2016
1214,41,셜록: 유령신부,2016-01-02,9992425049,0.006,1278894.0,891.0,영국,영국,메가박스중앙(주)플러스엠,2016,"32,683",2016
1215,42,특별수사: 사형수의 편지,2016-06-16,9929947065,0.006,1241899.0,691.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016,"39,372",2016
1216,43,시간이탈자,2016-04-13,9731838195,0.006,1202384.0,733.0,한국,한국,(주)씨제이이엔엠,2016,"55,075",2016
1217,44,동주,2016-02-17,8889077089,0.005,1172641.0,543.0,한국,한국,메가박스중앙(주)플러스엠,2016,"39,958",2016
1218,45,워크래프트: 전쟁의 서막,2016-06-09,10142271205,0.006,1163274.0,736.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"34,087",2016
1219,46,스타트렉 비욘드,2016-08-17,10190375820,0.006,1157156.0,716.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2016,"38,199",2016
1220,47,미씽: 사라진 여자,2016-11-30,8881616256,0.005,1153109.0,790.0,한국,한국,메가박스중앙(주)플러스엠,2016,"40,617",2016
1221,48,"당신, 거기 있어줄래요",2016-12-14,8999085248,0.005,1124815.0,767.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2016,"39,181",2016
1222,49,라이트 아웃,2016-08-24,8893059975,0.005,1111284.0,659.0,미국,미국,워너브러더스 코리아(주),2016,"34,444",2016
1223,50,오빠생각,2016-01-21,8060591287,0.005,1069864.0,855.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016,"44,801",2016
1224,51,"날, 보러와요",2016-04-07,8836144063,0.005,1063442.0,683.0,한국,한국,메가박스중앙(주)플러스엠,2016,"49,237",2016
1225,52,씽,2016-12-21,8203857789,0.005,1063175.0,795.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"19,645",2016
1226,53,맨 인 더 다크,2016-10-05,8480368672,0.005,1003406.0,671.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"40,136",2016
1227,54,"고산자, 대동여지도",2016-09-07,7801007258,0.004,974262.0,765.0,한국,한국,(주)씨제이이엔엠,2016,"38,048",2016
1228,55,미 비포 유,2016-06-01,7663772990,0.004,945172.0,481.0,미국,미국,워너브러더스 코리아(주),2016,"28,458",2016
1229,56,매그니피센트 7,2016-09-14,7633490421,0.004,921317.0,579.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"27,648",2016
1230,57,갓 오브 이집트,2016-03-03,7621291624,0.004,919834.0,618.0,미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트",2016,"35,323",2016
1231,58,레전드 오브 타잔,2016-06-29,7196970717,0.004,858402.0,593.0,미국,미국,워너브러더스 코리아(주),2016,"28,021",2016
1232,59,좋아해줘,2016-02-17,6572774337,0.004,848148.0,637.0,한국,한국,(주)씨제이이엔엠,2016,"27,125",2016
1233,60,브리짓 존스의 베이비,2016-09-28,6678585874,0.004,820995.0,509.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"30,736",2016
1234,61,스플릿,2016-11-09,6102712539,0.004,758195.0,702.0,한국,한국,오퍼스픽쳐스(유),2016,"32,616",2016
1235,62,런던 해즈 폴른,2016-03-10,5908367979,0.003,731584.0,526.0,미국,"미국,영국",메가박스중앙(주)플러스엠,2016,"37,569",2016
1236,63,국가대표 2,2016-08-10,5482232042,0.003,709929.0,562.0,한국,한국,메가박스중앙(주)플러스엠,2016,"20,689",2016
1237,64,인페르노,2016-10-19,5656281303,0.003,689071.0,754.0,미국,"미국,일본,터키,헝가리",유니버설픽쳐스인터내셔널 코리아(유),2016,"31,809",2016
1238,65,앵그리버드 더 무비,2016-05-19,5218111744,0.003,680606.0,661.0,미국,"미국,핀란드",유니버설픽쳐스인터내셔널 코리아(유),2016,"15,812",2016
1239,66,그날의 분위기,2016-01-14,5149571612,0.003,653287.0,592.0,한국,한국,(주)쇼박스,2016,"27,186",2016
1240,67,사냥,2016-06-29,4912658515,0.003,645922.0,696.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2016,"28,862",2016
1241,68,널 기다리며,2016-03-10,5234303336,0.003,635235.0,551.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016,"33,774",2016
1242,69,설리: 허드슨강의 기적,2016-09-28,5234170754,0.003,627102.0,573.0,미국,미국,워너브러더스 코리아(주),2016,"26,609",2016
1243,70,잭 리처: 네버 고 백,2016-11-30,4638072258,0.003,611097.0,667.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2016,"23,659",2016
1244,71,로그 원: 스타워즈 스토리,2016-12-28,5127537094,0.003,596487.0,907.0,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2016,"15,441",2016
1245,72,싱 스트리트,2016-05-19,4489637672,0.003,560790.0,494.0,아일랜드,"아일랜드,영국,미국",(주)이수C&E,2016,"22,825",2016
1246,73,아이스 에이지: 지구 대충돌,2016-07-20,4092484600,0.002,553760.0,580.0,미국,미국,이십세기폭스코리아(주),2016,"13,018",2016
1247,74,몬스터 호텔 2,2015-12-24,4059258691,0.002,552334.0,637.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"13,162",2015
1248,75,메카닉: 리크루트,2016-08-31,4458200800,0.003,551897.0,320.0,미국,"미국,프랑스",(주)제이앤씨미디어그룹,2016,"17,497",2016
1249,76,고스트버스터즈,2016-08-25,4116570075,0.002,515553.0,511.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"18,026",2016
1250,77,거울나라의 앨리스,2016-09-07,4145733267,0.002,513202.0,515.0,미국,미국,월트디즈니컴퍼니코리아(주),2016,"19,585",2016
1251,78,가려진 시간,2016-11-16,3946462400,0.002,510878.0,884.0,한국,한국,(주)쇼박스,2016,"30,404",2016
1252,79,명탐정 코난: 순흑의 악몽,2016-08-03,3766157500,0.002,508869.0,447.0,일본,일본,(주)씨제이이엔엠,2016,"7,983",2016
1253,80,해어화,2016-04-13,3768200759,0.002,485695.0,572.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2016,"32,322",2016
1254,81,계춘할망,2016-05-19,3600794348,0.002,482516.0,526.0,한국,한국,(주)콘텐츠 난다긴다,2016,"19,644",2016
1255,82,"로봇, 소리",2016-01-27,3519595560,0.002,476665.0,609.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2016,"25,502",2016
1256,83,스타워즈: 깨어난 포스,2015-12-17,4204317791,0.002,470645.0,552.0,미국,미국,월트디즈니컴퍼니코리아(주),2016,"12,801",2015
1257,84,빅쇼트,2016-01-21,3622652707,0.002,446712.0,489.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2016,"17,316",2016
1258,85,헌츠맨: 윈터스 워,2016-04-13,3544262706,0.002,445009.0,557.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"25,789",2016
1259,86,나를 잊지 말아요,2016-01-07,3398915000,0.002,425799.0,559.0,한국,한국,(주)씨제이이엔엠,2016,"19,138",2016
1260,87,나의 소녀시대,2016-05-12,3314491150,0.002,409537.0,201.0,대만,대만,오드,2016,"12,404",2016
1261,88,조선마술사,2015-12-30,3143566733,0.002,403919.0,608.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2016,"13,708",2015
1262,89,언더 워터,2016-07-13,3111772391,0.002,384789.0,518.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"13,058",2016
1263,90,클로버필드 10번지,2016-04-07,2928428655,0.002,357736.0,575.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2016,"24,680",2016
1264,91,위자: 저주의 시작,2016-11-09,2637517406,0.002,331877.0,467.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"15,660",2016
1265,92,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,2467275080,0.001,330725.0,403.0,일본,일본,(주)씨제이이엔엠,2016,"6,607",2016
1266,93,아기배달부 스토크,2016-12-07,2436955700,0.001,322354.0,538.0,미국,미국,워너브러더스 코리아(주),2016,"9,388",2016
1267,94,캐롤,2016-02-04,2645756616,0.002,319357.0,288.0,미국,"미국,영국",CGV아트하우스,2016,"11,092",2016
1268,95,위대한 소원,2016-04-21,2440004213,0.001,308398.0,524.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2016,"22,769",2016
1269,96,스포트라이트,2016-02-24,2402036255,0.001,299878.0,320.0,미국,미국,(주)팝엔터테인먼트,2016,"13,482",2016
1270,97,구스범스,2016-01-14,2221639712,0.001,297356.0,515.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016,"13,477",2016
1271,98,포인트 브레이크,2016-01-07,2323707051,0.001,294320.0,409.0,미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트",2016,"12,111",2016
1272,99,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,2125772200,0.001,292495.0,380.0,미국,미국,이십세기폭스코리아(주),2016,"8,917",2016
1273,100,혼숨,2016-10-26,2258422445,0.001,288016.0,498.0,한국,한국,(주)프레인글로벌,2016,"14,510",2016
1274,101,극장판 안녕 자두야,2016-05-04,2137638000,0.001,280406.0,523.0,한국,한국,(주)씨제이이엔엠,2016,"7,758",2016
1275,102,비밀은 없다,2016-06-23,2029410239,0.001,250829.0,502.0,한국,한국,(주)씨제이이엔엠,2016,"14,749",2016
1276,103,순정,2016-02-24,1738293033,0.001,240484.0,467.0,한국,한국,(주)리틀빅픽쳐스,2016,"10,545",2016
1277,104,닌자터틀 : 어둠의 히어로,2016-06-16,1934052000,0.001,235207.0,517.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2016,"13,943",2016
1278,105,드림 쏭,2016-09-14,1826269700,0.001,234387.0,399.0,미국,미국,(주)이수C&E,2016,"6,408",2016
1279,106,독수리 에디,2016-04-07,1799381120,0.001,226341.0,528.0,미국,미국,이십세기폭스코리아(주),2016,"17,411",2016
1280,107,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,1666637400,0.001,219047.0,480.0,일본,일본,(주)이수C&E,2016,"4,563",2016
1281,108,원피스 필름 골드,2016-12-08,1700502100,0.001,215546.0,445.0,일본,일본,(주)씨제이이엔엠,2016,"6,730",2016
1282,109,아이 엠 어 히어로,2016-09-21,1806714900,0.001,212599.0,263.0,일본,일본,(주)영화사 빅,2016,"8,536",2016
