ID,SEX,AGE,AAGE,LOC,MOVIE,SQ51,SQ52,SQ53,Q011,Q012,Q021,AQ2_1_5_etc,Q022,AQ2_2_5_etc,Q031,AQ3_1_7_etc,Q032,AQ3_2_7_etc,Q041,Q042,Q051,Q052,Q061,Q062,Q07,Q08101,Q08102,Q08103,Q08104,Q08105,Q08106,Q08107,Q08108,Q08109,Q08110,Q08111,Q08112,Q08113,Q08201,Q08202,Q08203,Q08204,Q08205,Q08206,Q08207,Q08208,Q08209,Q08210,Q08211,Q08212,Q08213,Q0901,Q0902,Q0903,Q0904,Q0905,Q0906,Q0907,Q0908,Q0909,Q0910,Q0911,Q0912,Q0913,Q0914,Q0915,Q1001,Q1002,Q1003,Q1004,Q1005,Q1006,Q1007,Q1008,Q111,Q112,Q113,Q114,Q1211,Q1212,Q1213,Q1214,Q1221,Q1222,Q1223,Q1224,Q1311,Q1312,Q1313,Q1314,Q1321,Q1322,Q1323,Q1324,Q1331,Q1332,Q1333,Q1334,Q14,Q15,AQ15_6_etc,Q16,Q17,Q18,Q191,Q192,Q193,Q194,Q195,Q201,Q202,Q203,Q204,Q2101,Q2102,Q2103,Q2104,Q2105,Q2106,Q2107,Q2108,Q2109,Q2110,Q221,Q222,Q223,AQ22_8_etc,Q231,Q232,Q233,AQ23_8_etc,Q24,AQ24_5_etc,Q25,Q26,Q2701,Q2702,Q2703,Q2704,Q2705,Q2706,Q2707,Q2708,Q2709,Q2710,Q2711,Q2712,Q2713,Q2714,Q2715,Q28,AQ28_5_etc,Q29,Q301,Q302,Q303,Q304,Q311,Q312,Q313,Q314,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,AQ40_4_etc,Q41,Q42,AQ42_5_etc,Q43,Q4401,Q4402,Q4403,Q4404,Q441,Q442,Q443,Q45,Q46,AQ46_14_etc,Q57,NSEX,NAAGE,NLOC1,NLOC2,NEDU,NJOB,NINC,NFAM,NSQ51,NSQ52,NSQ53,kkk,WT
9861572,2,65,7,2,1,1,8,9,1,1,1, ,2, ,6, ,1, ,1,1,5,3,2,3,1,4,5,4,4,5,4,5,4,4,4,4,4,3,4,4,4,3,4,5,4,3,4,4,5,4,4,4,2,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,1,2,3, ,3,3,2, ,2,4,4, ,2,4,3,4,4,4,4,3,3,4,3,3,1,1, ,2, , , ,2,3, , , ,4,3, ,4,3,3,4,4,3,4,2,4,3,5,3,1, ,1,5,4, ,1, ,3,4,4,2,5,4,4,4,4,4,4,4,3,4,5,5,3,1, ,4,11,1,19,1,18,11,18,11,1,4,2,3,4,1,1,1, , ,1,2, ,1, , , , ,0,0,0,1,13, ,2,2,8,2,3,2,7,1,1,3,2,2,1,.696679841897233
9868445,2,68,7,16,1,3,5,8,1,2,1, ,0, ,6, ,1, ,1,1,10,3,2,2,1,4,2,4,4,5,3,3,1,1,4,5,4,3,4,3,4,4,4,3,3,1,1,4,5,4,3,2,2,4,4,4,4,2,4,4,4,4,4,3,2,4,4,4,3,2,2,4,3,3,1,2,3, ,1,3,3, ,2,5,5, ,4,5,4,3,4,5,4,4,4,4,4,4,1,1, ,3, , , ,2,3, , , ,4,4, ,5,2,2,5,5,5,5,4,5,3,5,3, , ,5, , , ,1, ,3,4,5,2,4,4,5,5,5,4,3,3,2,2,2,2,4,1, ,3,19,15,21,15,20,15,21,15,1,4,2,3,2,1,1,1, , ,1,2, ,1, , , , ,0,0,0,1,13, ,2,2,8,16,4,2,7,1,1,3,2,2,2,.633821510297483
9869236,2,61,7,11,1,1,3,4,1,2,2, ,0, ,3, ,1, ,1,1,10,5,3,4,2,3,3,3,3,4,4,2,4,4,1,2,2,1,4,3,2,3,4,4,2,4,4,1,2,2,2,4,2,3,3,4,4,4,3,3,5,2,2,2,2,5,4,3,2,2,3,5,2,2,1, ,3, ,2, ,1, ,2, ,4, ,4,3,5,2,5,3,4,2,5,3,5,1,2, , ,2, , , , , , ,5, , , , ,4,5,5,5,5,2,3,2,3,1,5,3, , ,5,3, , ,1, ,3,3,5,5,5,5,3,2,5,3,2,2,4,4,4,4,5,1, ,3,19,11,20,2,17,7,19,1,3,4,2,3,2,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,1, ,2,2,8,11,4,2,1,1,1,3,3,3,1,.91231884057971
9870433,2,60,7,11,1,1,4,5,1,2,1, ,0, ,3, ,6, ,1,1,5,5,2,3,2,5,3,3,4,5,3,1,4,4,3,2,2,2,5,3,3,4,5,3,2,5,4,2,2,2,4,5,3,5,4,4,4,4,5,4,5,4,5,2,3,5,2,2,3,2,3,5,4,3,1, ,3, ,1, ,3, ,2, ,5, ,4,3,4,1,5,3,4,1,5,4,5,2,2, , ,2, , , , , , ,5, , , , ,5,5,4,4,5,2,4,4,4,3,5, , , ,5, , , ,1, ,3,3,3,4,5,5,4,3,3,5,3,2,4,2,5,3,2,1, ,3,21,14,21,1,19,5,21,1,2,5,2,3,5,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,9, ,2,2,8,11,4,2,4,1,1,3,2,3,1,.91231884057971
9876740,1,62,7,11,1,2,3,5,1,1,2, ,2, ,3, ,1, ,1,1,10,5,5,4,2,5,4,1,3,5,2,3,2,4,2,2,2,3,5,4,1,3,5,2,3,2,4,2,4,2,3,5,4,3,4,5,2,4,5,2,2,3,5,3,4,5,5,2,4,5,3,2,4,5,1, ,3, ,3, ,3, ,2, ,5, ,4,4,5,2,4,3,5,2,5,3,4,2,2, , ,3, , , , , , ,5, , , , ,5,5,4,5,4,2,4,3,3,2,5, , , ,5, , , ,1, ,4,3,5,3,5,5,3,2,3,5,3,2,5,3,4,4,4,1, ,4,19,13,21,10,15,6,19,1,2,4,2,3,4,1,1,1, , ,2, , ,2,1, , , ,0,0,0,1,2, ,2,1,8,11,4,2,1,1,1,3,3,3,2,.547391304347826
9877535,1,63,7,6,1,1,10,11,1,1,2, ,2, ,6, ,6, ,1,1,3,3,4,3,2,4,4,3,3,4,4,1,3,4,4,4,4,3,4,4,2,3,4,4,1,3,4,3,3,4,3,4,2,4,2,5,4,3,4,4,4,2,2,2,2,4,4,3,2,4,4,4,4,4,1,2, , ,2,3, , ,2,3, , ,4,5,2,3,4,5,4,3,4,5,5,2,2, , ,4, , ,1, , , , ,4, , , ,4,4,5,4,4,4,4,5,4,4,5,1, , ,5,1, , ,1, ,4,4,3,4,4,3,4,4,5,4,4,4,4,4,4,4,4,1, ,1,16,9,16,1,21,1,21,1,1,4,2,3,4,1,1,1, , ,2, , ,2,1, , , ,0,0,0,4,1, ,2,1,8,6,3,2,1,2,1,3,1,2,1,.547391304347826
9877570,1,64,7,11,1,2,6,8,1,1,2, ,2, ,3, ,1, ,1,1,7,3,4,5,2,3,4,4,2,3,4,2,5,5,2,4,2,5,3,4,4,2,3,4,2,5,5,4,4,2,5,5,3,3,4,5,4,5,5,3,5,3,4,3,4,5,5,4,3,3,3,5,4,4,1, ,3, ,3, ,3, ,5, ,5, ,4,3,4,1,5,3,4,1,5,3,4,2,2, , ,2, , , , , , ,5, , , , ,4,5,4,5,4,3,4,3,5,3,5, , , ,5, , , ,1, ,3,3,4,3,4,3,4,3,4,3,4,2,3,5,4,4,5,1, ,4,17,9,20,3,17,9,21,3,2,4,2,3,2,1,1,1, , ,2, , ,2,1, , , ,0,0,0,1,1, ,2,1,8,11,4,2,1,1,1,3,2,2,1,.547391304347826
9877606,2,62,7,11,1,4,2,6,1,1,2, ,2, ,6, ,6, ,1,1,10,5,4,3,1,3,3,4,4,4,3,3,2,3,4,3,3,3,4,3,4,4,4,3,3,2,3,4,4,3,3,4,4,4,4,4,4,4,3,4,5,4,3,4,3,4,3,3,3,3,2,4,4,4,1,2,3, ,2,3,3, ,3,3,3, ,5,4,4,3,4,3,4,3,5,4,4,3,1,3, ,2, , , , , , ,5, , , , ,4,4,5,3,4,3,4,3,3,2,5,2,3, ,5,2,3, ,1, ,3,3,5,4,3,5,4,3,4,4,3,3,3,3,3,4,4,4, ,4,17,9,19,5,19,11,21,5,2,3,2,3,2,1,1,1, , ,2, , ,3, , , ,4,0,0,1,5,9, ,2,2,8,11,4,2,4,3,2,2,3,3,3,.91231884057971
9877651,1,66,7,11,1,3,10,13,1,2,2, ,0, ,3, ,5, ,1,1,10,5,5,3,2,5,3,3,2,5,4,3,4,5,3,3,2,2,5,3,3,2,5,4,3,4,5,3,3,2,2,4,3,3,3,5,3,5,3,5,4,5,4,3,5,3,5,3,3,5,3,4,2,4,1, ,3, ,2, ,3, ,3, ,4, ,4,3,4,2,5,3,4,2,4,2,4,2,2, , ,3, , , , , , ,5, , , , ,4,5,5,5,4,3,5,4,3,2,5, , , ,5, , , ,1, ,3,3,5,3,4,5,5,3,4,4,2,2,3,5,4,4,2,1, ,4,19,13,21,5,19,11,21,5,2,4,2,3,2,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,13, ,3,1,8,11,4,3,7,1,1,3,1,2,1,.547391304347826
9877805,2,64,7,3,1,0,1,1,1,2,2, ,0, ,6, ,3, ,1,1,5,3,3,2,2,3,2,4,4,5,3,4,1,2,3,2,2,2,4,2,5,4,5,3,4,1,2,5,2,2,3,5,4,4,5,4,5,4,4,4,5,4,4,5,3,4,4,5,4,4,4,5,4,5, , ,3, , , ,2, , , ,4, ,4,3,5,3,5,3,4,3,4,3,4,3,2, , ,4, , , , ,3, , , , ,3, ,5,4,4,5,5,1,5,4,5,1,5, , , ,5, , , ,1, ,3,3,5,4,4,5,5,2,5,5,5,5,4,5,4,5,5,1, ,3,19,11,21,1,21,19,21,15,3,3,2,3,2,1,1,1, , ,2, , ,2, , , ,4,0,0,1,5,1, ,2,2,8,3,3,2,1,3,1,4,3,3,1,.583884057971015
9877857,2,63,7,11,1,3,0,3,1,1,1, ,2, ,3, ,1, ,1,1,10,7,4,3,2,3,3,4,4,4,3,2,3,2,4,4,2,3,4,3,4,4,4,3,3,3,3,3,3,2,3,4,3,4,3,4,3,4,4,3,3,3,3,3,4,4,4,2,3,3,2,4,3,4,1, , , ,3, , , ,2, , , ,4,3,3,2,4,3,3,3,4,3,4,3,2, , ,3, , , , , , ,5, , , , ,5,4,4,4,3,3,4,3,3,3,5, , , ,5,3, , ,1, ,3,3,4,4,3,4,4,3,4,3,3,3,3,5,3,3,4,2, ,5,17,9,21,7,17,9,21,4,2,3,2,3,3,1,1,1, , ,2, , ,2, , , ,4,0,0,1,3,9, ,1,2,8,11,4,2,4,2,1,3,4,3,3,.91231884057971
9878237,1,68,7,11,1,1,2,3,1,1,2, ,2, ,3, ,1, ,1,1,8,5,3,3,2,4,3,3,3,3,3,2,3,3,5,4,3,3,4,3,3,2,3,3,2,3,3,5,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,1, ,3, ,2, ,3, ,2, ,3, ,3,3,3,2,3,2,3,2,3,3,4,2,2, , ,2, , , , , , ,5, , , , ,4,3,3,4,3,3,4,3,3,3,5, , , ,5,3, , ,1, ,3,3,4,3,4,4,4,3,4,3,3,3,3,4,3,3,4,2, ,4,18,9,21,5,19,11,21,6,2,4,2,3,3,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,13, ,1,1,8,11,4,2,7,1,1,3,3,3,2,.547391304347826
9878568,1,60,7,11,1,3,5,8,1,1,2, ,2, ,3, ,6, ,1,1,10,7,3,4,2,4,4,3,3,3,3,2,3,3,4,4,3,3,3,4,3,4,3,3,2,3,3,5,4,3,3,5,4,3,3,4,4,3,3,3,3,3,3,4,3,3,4,3,3,2,2,4,3,3,1,2, , ,2,2, , ,2,3, , ,4,3,2,2,4,3,2,2,4,4,3,3,2, , ,3, , , , , , ,5, , , , ,5,3,3,4,4,3,4,3,4,3,5,3, , ,5,2,3, ,1, ,3,3,4,4,3,4,4,3,4,4,3,3,3,4,4,5,4,1, ,5,17,9,21,5,19,9,21,5,3,3,2,3,3,1,1,1, , ,2, , ,4,1, , , ,0,0,0,5,1, ,3,1,8,11,4,3,1,3,2,3,2,2,2,.547391304347826
9879022,1,61,7,7,1,2,50,52,1,2,2, ,0, ,4, ,1, ,2,1, ,5,2,1,1,5,5,3,1,1,5,1,3,4,3,1,5,3,1,5,1,1,1,5,1,3,4,3,1,5,3,3,3,4,2,4,3,3,5,5,5,5,5,3,3,5,5,4,5,5,5,4,4,5,1,2, , ,3,3, , ,3,3, , ,2,4,5,4,4,4,5,4,4,4,5,4,2, , ,2, , ,1, , , , ,4, , , ,5,5,5,5,5,3,5,5,4,2,5,3,4, ,5,3,4, ,1, ,2,5,4,5,4,5,3,3,4,5,5,5,3,5,5,5,5,1, ,2,19,15,20,13,19,19,21,15,1,5,2,3,4,2,2,1, , ,2, , ,4, , , ,4,0,0,2,3,5, ,3,1,8,7,3,3,3,2,2,3,1,1,1,.547391304347826
9879131,2,62,7,11,1,5,2,7,1,1,2, ,2, ,3, ,6, ,1,1,10,5,4,3,2,4,3,4,3,5,2,3,3,3,3,4,3,3,4,3,4,3,5,2,3,2,3,3,4,3,3,4,4,3,3,4,3,3,3,3,4,2,3,3,3,3,4,3,3,2,2,3,3,3,1,2, , ,2,3, , ,2,5, , ,4,3,2,2,3,3,2,2,4,3,3,2,2, , ,3, , , , , , ,5, , , , ,4,3,4,4,3,3,4,3,3,3,5,3,2, ,5,3,2, ,1, ,3,3,4,4,3,4,3,3,4,3,3,3,3,3,4,3,4,2, ,4,17,9,20,5,19,9,21,5,2,3,2,3,3,1,1,1, , ,2, , ,4, , , ,4,0,0,2,6,9, ,2,2,8,11,4,2,4,3,2,2,3,2,3,.91231884057971
9879606,1,69,7,7,1,1,18,19,1,1,2, ,2, ,3, ,3, ,1,1,10,1,2,2,1,1,5,2,3,4,4,1,4,5,4,5,4,3,1,5,2,3,4,4,1,4,5,4,5,4,3,3,3,5,3,4,3,3,4,4,5,4,3,3,3,5,4,3,3,3,3,4,3,3,1,2,3, ,3,3,3, ,3,3,3, ,2,3,3,3,2,3,3,2,3,4,4,3,2, , ,2, , , ,2,3, , , ,4,4, ,5,5,5,5,5,3,5,4,4,3,5,3,1, ,5,3,1, ,1, ,1,1,5,4,4,4,5,2,5,4,3,4,3,3,4,5,4,1, ,2,21,15,21,12,19,17,21,12,2,4,2,3,4,2,1,1, , ,2, , ,2,1, , , ,0,0,0,1,13, ,2,1,8,7,3,2,7,1,1,3,1,1,1,.547391304347826
9881061,1,63,7,15,1,2,30,32,1,2,2, ,0, ,6, ,6, ,1,1,10,1,2,3,1,4,3,3,4,2,4,2,3,2,4,2,4,2,4,3,3,4,2,4,2,3,2,4,2,4,2,2,4,3,5,5,4,4,2,4,2,2,2,2,2,4,4,4,2,2,2,2,4,2,1,2, , ,3,3, , ,3,5, , ,2,4,4,1,2,4,4,2,2,4,4,2,2, , ,4, , , ,2, , , , ,4, , ,4,2,4,4,4,2,4,4,4,2,5, , , ,5,3,1, ,2, ,4,4,5,4,4,4,4,2,4,4,5,4,4,4,3,5,4,1, ,2,18,14,21,12,21,18,21,17,1,3,1,2,2,1,1,1, , ,1,4, ,3, , , ,4,0,0,1,2,1, ,3,1,8,15,4,3,1,1,2,3,1,1,1,.608212560386473
9881069,2,60,7,12,1,0,20,20,1,1,1, ,2, ,6, ,6, ,2,1, ,3,2,2,2,4,1,4,4,4,4,3,2,4,2,4,4,2,4,2,4,4,4,4,3,1,4,1,4,4,2,4,4,4,4,4,4,4,5,4,4,4,3,4,5,4,4,4,3,4,3,3,4,4, ,2, , , ,3, , , ,3, , ,2,4,4,1,4,5,3,2,4,5,4,2,2, , ,3, , , ,2, , , , ,4, , ,4,4,4,4,4,4,5,5,4,4,5, , , ,5, , , ,1, ,4,3,4,3,4,4,4,4,4,3,2,4,4,3,3,4,4,1, ,1,19,5,21,1,9,3,17,1,2,5,2,3,4,1,1,1, , ,2, , ,3, , , ,4,0,0,1,4,2, ,1,2,8,12,4,2,1,2,2,4,1,1,1,.766347826086957
9881202,2,61,7,9,1,2,5,7,1,2,1, ,0, ,6, ,5, ,1,1,10,8,2,3,2,5,3,3,3,4,2,2,3,3,4,4,2,2,5,3,4,3,4,2,2,3,3,4,4,2,2,4,4,3,3,5,4,2,4,3,4,4,4,4,3,3,4,3,2,4,2,4,3,3,1,2, , ,2,3, , ,3,5, , ,4,4,3,2,4,4,4,2,4,4,3,3,2, , ,3, , , , , , ,5, , , , ,4,4,4,4,4,3,4,3,3,1,5, , , ,5,3,2, ,1, ,3,3,5,4,4,4,4,3,5,5,4,4,3,4,4,2,4,1, ,4,11,4,14,1,17,9,19,1,1,3,1,1,3,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,9, ,2,2,8,9,2,2,4,1,1,3,2,2,1,.646101211689237
9881340,2,67,7,1,1,4,0,4,1,2,2, ,0, ,3, ,3, ,1,1,10,15,2,1,2,3,4,2,3,4,1,1,1,3,1,2,1,1,3,4,4,3,3,2,1,1,3,1,4,1,1,4,1,1,3,4,4,2,3,2,5,1,2,1,2,5,4,2,1,2,2,5,4,2,1, , , ,2, , , ,3, , , ,4,1,3,1,4,3,3,3,5,2,4,2,2, , ,3, , , , , , ,5, , , , ,4,1,3,4,3,1,3,3,1,1,5,3, , ,5,3, , ,1, ,3,3,5,2,3,4,5,4,4,4,2,1,2,2,4,2,5,1, ,4,11,7,15,1,18,15,21,13,2,4,2,3,2,1,1,1, , ,1,2, ,3, , , ,4,0,0,1,4,9, ,2,2,8,1,1,2,4,2,2,2,4,3,3,.630891672807664
9881441,2,67,7,1,1,10,5,15,1,1,1, ,2, ,3, ,6, ,1,1,5,8,4,3,2,3,3,4,4,2,3,3,2,3,2,3,4,3,3,3,3,4,2,3,3,2,3,3,4,3,3,3,2,2,2,3,2,3,2,3,1,2,2,2,3,2,2,3,3,2,3,2,4,2,1,2,3, ,3,2,1, ,5,3,4, ,4,3,3,2,4,4,3,3,5,4,4,2,1,4, ,4, , , , , , ,5, , , , ,4,3,2,3,4,2,3,3,2,2,5,2,3, ,3,2,6, ,1, ,4,3,3,2,3,3,3,3,4,3,3,2,2,2,4,3,3,4, ,3,13,7,19,3,17,13,20,10,3,4,2,3,3,2,1,1, , ,2, , ,2,1, , , ,0,0,0,3,9, ,3,2,8,1,1,3,4,2,1,1,2,2,3,.630891672807664
9881476,1,62,7,9,1,0,2,2,1,1,2, ,2, ,3, ,1, ,1,1,15,5,3,3,2,4,3,3,3,4,3,2,2,3,4,5,1,2,4,3,3,3,4,3,2,2,3,4,5,1,2,4,4,3,3,5,3,2,4,3,4,4,3,3,4,4,3,2,2,3,3,3,2,4, ,2,3, , ,3,3, , ,3,3, ,4,3,3,2,4,3,3,2,4,5,4,2,2, , ,3, , , , , , ,5, , , , ,4,3,3,4,5,4,5,4,4,3,5,3,1, ,3,5,2, ,1, ,3,3,4,4,4,5,3,4,4,3,3,4,4,4,4,3,3,2, ,4,13,5,17,3,19,7,20,2,1,3,1,2,3,1,1,1, , ,2, , ,3, , , ,4,0,0,1,2,2, ,2,1,8,9,2,2,1,1,2,4,3,3,1,.608212560386473
9881616,1,62,7,12,1,2,1,3,1,1,4, ,2, ,6, ,6, ,1,1,10,5,3,2,2,2,3,4,4,3,3,2,3,3,4,4,2,3,2,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,3,4,3,3,4,3,4,4,3,4,2,3,4,3,2,3,3,4,3,4,1,2, , ,1,3, , ,3,3, , ,4,3,1,2,4,4,2,2,4,4,1,1,2, , ,3, , , , , , ,5, , , , ,3,4,4,4,2,2,2,3,4,1,5, , , ,5,3, , ,1, ,3,3,4,4,3,4,5,2,4,3,4,4,2,4,2,4,4,1, ,3,18,5,20,3,19,12,20,6,3,4,2,3,2,2,1,1, , ,2, , ,2,1, , , ,0,0,0,2,1, ,2,1,8,12,4,2,1,1,1,3,3,3,3,.589498327759197
9881883,1,69,7,12,1,0,15,15,1,1,2, ,2, ,6, ,6, ,2,2, , ,5,4,2,1,4,1,4,4,5,1,1,1,4,5,1,4,1,4,1,4,4,5,1,1,1,4,5,1,4,4,4,3,3,3,4,4,5,4,3,4,3,2,4,4,5,3,4,5,4,4,4,4, ,2, , , ,3, , , ,5, , ,3,5,3,1,4,5,4,2,3,5,5,2,2, , ,4, , , ,2, , , , ,4, , ,4,5,5,4,4,5,5,4,4,4,5, , , ,3, , , ,1, ,4,4,5,4,5,4,4,4,4,3,4,4,4,4,4,4,5,2, ,1,19,9,21,1,17,8,19,1,1,4,2,3,2,1,1,1, , ,2, , ,3,1, , , ,0,0,0,2,4, ,2,1,8,12,4,2,2,1,2,4,1,2,1,.589498327759197
9881954,1,64,7,12,1,0,3,3,1,1,2, ,2, ,6, ,6, ,1,1,15,5,3,2,2,3,4,4,4,3,2,1,4,3,4,4,1,4,3,3,4,4,2,2,1,2,2,3,4,1,3,3,3,3,2,4,4,3,4,4,4,3,4,3,3,3,3,2,1,4,2,4,3,3, ,2, , , ,2, , , ,5, , ,3,3,2,3,4,4,3,3,4,4,1,3,2, , ,3, , , , , , ,5, , , , ,4,4,3,4,5,3,4,3,4,2,5, , , ,5, , , ,1, ,3,3,4,4,4,4,4,2,3,4,4,3,3,4,2,4,4,1, ,3,17,9,19,5,19,12,20,5,2,3,2,3,1,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,1, ,2,1,8,12,4,2,1,1,1,4,3,3,1,.589498327759197
9882015,2,63,7,8,1,1,3,4,1,1,1, ,2, ,3, ,6, ,1,1,5,10,3,3,2,4,2,3,3,4,3,2,1,3,3,4,2,3,4,2,4,3,4,4,3,1,3,3,4,2,3,4,4,3,3,5,4,3,4,3,4,4,3,3,3,4,4,2,3,4,3,4,3,3,1, ,3, ,1, ,3, ,2, ,5, ,4,3,4,3,5,2,4,3,5,2,4,2,2, , ,3, , , , , , ,5, , , , ,4,3,3,4,4,3,3,4,3,2,5, , , ,5,3,2, ,1, ,3,3,4,4,4,4,3,3,4,4,3,3,3,3,4,4,4,1, ,4,15,9,17,5,19,15,21,11,3,3,2,3,2,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,9, ,2,2,8,8,4,2,4,1,1,3,3,3,1,.364927536231884
9882022,2,60,7,12,1,0,5,5,1,1,2, ,2, ,3, ,6, ,2,2, , ,2,5,1,4,1,4,4,1,4,3,1,1,1,4,1,3,4,1,4,4,3,3,2,1,1,1,4,1,3,3,2,2,2,5,2,2,4,2,4,2,2,1,2,4,4,4,4,4,4,5,4,4, ,2, , , ,3, , , ,3, , ,1,5,5,1,1,5,4,1,2,5,4,1,2, , ,1, , , ,2, , , , ,4, , ,4,5,4,4,5,4,4,4,4,3,5, , , ,5, , , ,1, ,3,3,4,5,4,4,4,5,4,5,4,5,4,3,4,4,4,4, ,1,19,14,21,5,17,5,20,2,1,5,3,5,4,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,9, ,3,2,8,12,4,3,4,1,1,4,2,3,1,.766347826086957
9882126,2,60,7,12,1,3,4,7,1,1,2, ,2, ,6, ,6, ,1,1,10,2,4,2,1,2,2,3,4,4,3,3,2,2,3,4,2,3,3,2,3,4,4,3,3,2,2,3,4,2,3,3,4,3,3,4,3,3,4,4,3,4,4,3,3,4,3,2,2,3,3,4,3,3,1,2, , ,2,3, , ,3,5, , ,4,3,2,2,4,4,2,3,4,4,1,3,1,3, ,3, , , , , , ,5, , , , ,4,4,4,3,4,2,4,3,4,1,5, , , ,5, , , ,1, ,3,4,4,4,3,3,3,2,4,4,3,3,2,4,3,3,4,1, ,3,17,13,20,7,19,12,20,8,3,4,3,5,3,2,1,1, , ,2, , ,3, , , ,4,0,0,1,4,9, ,2,2,8,12,4,2,4,2,2,3,2,2,2,.766347826086957
9882330,2,66,7,1,1,1,5,6,1,2,1, ,0, ,4, ,1, ,2,1, ,10,1,1,2,3,3,4,2,4,3,4,2,4,2,3,1,4,4,3,2,2,4,3,4,1,3,2,4,1,3,3,3,2,2,4,3,1,3,3,4,2,1,1,2,3,2,2,2,2,2,4,4,3,1, ,3, ,2, ,3, ,2, ,3, ,4,1,4,1,3,2,4,2,4,2,4,3,2, , ,3, , , , , , ,5, , , , ,3,3,2,3,5,2,4,1,1,3,5, , , ,5, , , ,1, ,3,3,3,3,3,3,2,2,4,4,2,2,4,3,3,2,3,1, ,3,15,7,21,1,19,13,21,9,3,4,3,5,4,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,2, ,2,2,8,1,1,2,1,1,1,3,2,3,1,.630891672807664
9882386,1,65,7,6,1,1,2,3,1,1,1, ,2, ,6, ,1, ,1,2,10, ,3,3,2,2,4,3,3,4,4,1,4,3,3,5,3,3,5,3,3,3,4,3,2,4,3,4,4,3,3,4,3,3,3,4,4,2,4,3,3,2,3,3,3,4,3,1,2,2,2,4,3,3,1,2, , ,1,3, , ,2,5, , ,4,4,3,2,5,4,3,3,5,4,2,2,1,1, ,4, , , , , , ,5, , , , ,4,4,4,3,3,1,4,2,3,2,5, , , ,5, , , ,1, ,3,3,5,5,4,4,3,3,4,4,3,3,2,4,3,4,3,1, ,2,18,11,21,4,15,7,21,1,1,4,2,3,3,1,1,1, , ,2, , ,2,1, , , ,0,0,0,2,1, ,2,1,8,6,3,2,1,1,1,3,3,3,2,.547391304347826
9882433,2,61,7,8,1,0,4,4,1,2,1, ,0, ,3, ,6, ,1,1,5,8,2,3,2,4,3,3,3,4,2,2,2,3,3,4,2,3,4,2,4,3,4,2,3,2,3,3,4,2,3,4,3,3,2,4,4,2,4,3,4,3,4,3,2,3,4,2,2,2,2,4,3,2, , ,3, , , ,3, , , ,5, ,3,2,4,2,3,2,4,2,4,2,4,2,2, , ,3, , , , , , ,5, , , , ,4,2,3,3,4,3,3,2,2,2,5, , , ,5, , , ,1, ,3,3,4,4,4,4,4,3,4,3,3,3,3,4,3,4,3,1, ,2,15,7,19,5,20,15,21,12,3,4,2,3,2,1,1,1, , ,2, , ,2,1, , , ,0,0,0,3,9, ,2,2,8,8,4,2,4,2,1,4,2,3,1,.364927536231884
9882484,2,64,7,12,1,3,3,6,1,1,2, ,2, ,6, ,6, ,1,1,10,1,3,2,1,4,3,3,4,4,4,4,3,3,4,4,4,3,4,2,2,4,4,3,2,2,3,4,4,2,3,3,3,3,3,3,3,2,4,3,4,3,4,3,2,4,3,3,3,3,4,4,3,3,1,2, , ,2,3, , ,2,5, , ,4,4,2,3,4,3,3,3,4,4,2,4,2, , ,3, , , ,2, , , , ,3, , ,5,4,4,3,4,3,4,3,4,2,5,1, , ,5,1, , ,1, ,3,4,5,5,3,4,5,3,4,4,3,4,4,3,3,4,4,4, ,4,19,11,21,6,20,14,21,9,3,4,2,3,3,2,1,1, , ,2, , ,2,1, , , ,0,0,0,3,9, ,3,2,8,12,4,3,4,2,1,3,3,3,2,.766347826086957
9882885,2,62,7,13,1,1,1,2,1,2,1, ,0, ,3, ,3, ,1,2,10, ,2,1,1,4,4,3,4,4,3,3,5,4,4,3,4,2,3,3,3,3,4,3,3,4,3,4,3,3,2,4,3,4,3,4,4,2,4,3,4,3,4,3,4,4,3,2,2,2,3,4,2,3,1, , ,4,1, , ,1,3, , ,5,3,2,2,3,4,2,2,4,4,3,3,4,2, , ,3, , , , , , ,5, , , , ,4,2,3,4,4,2,4,4,4,4,4, , , ,4,7,5, ,1, ,3,3,4,4,4,4,4,3,4,4,3,4,3,2,2,5,4,1, ,3,5,1,16,1,5,1,19,1,2,2,0, ,2,2,1,1, , ,1,4, ,2, , , ,4,0,0,1,3,4, ,2,2,8,13,4,2,2,2,1,3,3,3,2,.957934782608696
